order_id,customer_id,order_date,status,product_id,quantity,price
59f27902-96e3-4b34-9073-727028654047,97cacd21-8817-462a-b4d6-34938e0d6d7d,2025-02-06,CREATED,0b50ca3c-bd9d-4902-b197-31bba779c58c,1,181.71
28aefa54-d2bd-402e-a236-300a16150a88,05990480-d01e-4684-89a6-f0f0b408e449,2025-01-16,CANCELLED,0957f56e-da6f-492d-8cd6-c0bb847ba4bc,5,45.57
01d8b086-1968-42b5-b373-c9cc88c4a312,d87118c3-5082-47e1-9990-f33e150c0f31,2025-01-11,CREATED,204e943c-7ce2-4de2-b9e8-8a24419a5d09,4,393.6
b1e37334-51ea-4044-aa73-95cdff17a41a,186ec45c-6522-48fc-b06d-c0b9ec6d5fce,2025-04-05,CANCELLED,18902858-bf3b-4b2d-9379-acb6b71f6b62,5,336.32
2bc607d6-c84c-49f3-a648-ddd937929831,e03c10de-49a3-41bb-bbde-299e781f0cb8,2025-03-28,CREATED,21334467-765a-4ce0-9bde-c5b156fc9cf9,1,55.11
81c28560-6c3a-4d5d-be6d-4bea2ff62174,04d17703-694c-4200-a34f-44a3ce8a1998,2025-02-05,DELIVERED,664e6c30-ff0a-4d1b-b367-811579c06a3d,5,30.89
6c63d0f3-324f-47b0-8066-05ccfa22ae72,895b1a63-35ea-4c1b-b72e-128869992e86,2025-03-30,CANCELLED,7ba7c04b-b216-4a09-8cc7-140b3ee68bc4,4,10.82
95eacecf-1e59-4230-956c-272f03e5bc35,3b093f83-c654-4d16-a942-f409d3539ff7,2025-03-01,DELIVERED,735f40ce-6fb5-458a-a12c-77bb58cfae76,4,475.91
7854b158-2a99-4c9a-9356-d11724eba9a0,696ed5a4-7125-4ff9-9ea3-5e4da2987493,2025-03-10,CREATED,867f8ddf-156d-4df1-9b1a-2be23dc89d9a,3,138.87
ee06a8c1-e5f5-4293-8c96-b376f16f9c82,d996653b-9980-47df-84da-0dbc257c8707,2025-04-04,CREATED,cc1abb07-2542-41d8-ac69-c7b0d8a78ed4,4,157.81
d5124cb7-4aa7-48ab-b76a-89f8329c2a92,32d0d06a-fc89-4a3e-8f16-7b08d3a2a4d9,2025-03-01,CANCELLED,42692234-912c-401f-b869-ee723f7ca946,5,361.08
ce1a85ce-756e-4046-bf1a-6d6bf3f3a5b9,82495287-6a2d-4df5-8e1d-67a2c62c6f1a,2025-01-31,CANCELLED,13e62577-9de8-4e02-a134-3bcec621fe8d,1,121.73
c883327d-c03e-4838-974c-350cef62eb17,5c049c7e-9856-49b1-897f-3b6f6c64fc8e,2025-01-01,DELIVERED,8ca6d0af-fddb-4057-91a5-b0f3417f09e1,5,368.35
739e3775-d7a7-4075-b011-5b29d5870136,49f31f82-2303-4c81-8370-b32617782abb,2025-02-11,DELIVERED,50063f7f-851a-419e-b5bd-a7c0a3d4ad0e,1,492.32
78d291e7-acd5-4dad-99f1-7716a1309b52,3469e254-a2e3-40f6-b230-841742bcd33b,2025-04-01,DELIVERED,d2054b7c-3810-4da9-bd9a-3a1700c4c8d6,5,448.31
8cb1ab54-4c91-4fde-8c7b-f176f8d65e5b,edb7d481-2cf0-4bf8-b838-c4c4a3becb52,2025-01-05,CANCELLED,b8e530b9-6776-4efe-b1b1-77347bfbf591,3,322.27
eefad36f-a8bb-4b18-a66d-aaeffc7d2a0d,a48bd48b-31e5-43df-ab1d-ec1c9d8dad57,2025-01-14,SHIPPED,f883aed2-cf9f-43f7-8f16-2912a857ba91,2,439.99
b0f0270c-9f50-4c30-b6df-a8bd5bb84afa,dc9f360d-03d4-41af-b323-7adca85e7996,2025-01-05,CREATED,13249483-d2a5-4e73-ad93-dde837a847c6,4,206.64
354ff8e1-9ce9-4f59-8ad4-3c0ad82ec532,986d5c10-b9e9-4dc3-be25-383746c6d90a,2025-03-21,DELIVERED,d91b6447-dec0-4e12-bb8e-6ad717e389cd,2,80.49
d373c22a-831c-4658-958b-47ed5fc7cc8e,14c58e52-5df4-42a6-9386-5c0a7b5af738,2025-02-04,CREATED,36a9fcb8-1c8d-4c24-ab6a-850171925853,3,478.99
61baadb9-023a-4a3b-a61e-88b3192e628b,28639b7e-e1ba-48be-96a4-d0e6e5f3b32d,2025-04-04,DELIVERED,d4a62e7e-29e0-4fae-9948-8cc100a17c9f,5,472.05
c4b69ebb-f6eb-47f5-9cdc-31009d896ce9,c9661a64-9859-4c61-b3d7-a9ee94c93c3d,2025-02-24,CREATED,4d0809b4-ad23-415b-ab4d-70c19c2600fa,5,98.56
6283e16d-c9bb-42ba-94c7-dab8f90441c5,16107f86-fc3d-4416-b2ee-50d1e6ffc4da,2025-03-23,CANCELLED,af58eb6b-d4ee-429c-8d6a-a75fe6498ac7,3,465.13
f4c1b0dc-076f-449d-b21a-0d7969b0ae0b,93a8896c-df1e-4cc7-b81b-4195a94cb378,2025-03-27,CREATED,cd46fe44-666d-4049-bf72-2baa09332c82,5,208.86
fda175d1-dcf3-4cea-8fd0-d1e57fd0871e,3a738a72-4170-490d-890c-988fa2e42a22,2025-03-08,DELIVERED,432feb8f-043e-41d0-92e6-2d71aaa34d16,2,231.21
4fcab7f5-3a4f-43fa-8ebc-ac6a6f171cc0,01a6eed9-3dc6-4639-8f64-9f636e70796e,2025-03-04,CREATED,307e5be3-a41a-4b0a-94cb-0abf470cb4b2,3,156.66
2230ae75-ed2f-4926-8a7c-44d868d84f5a,de9fe6d7-7570-487c-acf2-a93647a820be,2025-03-05,DELIVERED,12d7275b-446b-497b-8fbe-d0dddfbd745a,3,444.47
b03cfbd7-c01f-408c-8424-ad373210f54d,842412b3-57d6-4deb-a3c9-01ec3ac1af90,2025-02-05,CANCELLED,5a4d5a3b-c0a0-4f20-8285-3875210b5e7f,1,74.49
a1620b1d-cb8c-4003-834f-29b20552ffa9,54e84525-1faa-4006-b067-a4790d4ec42f,2025-03-08,CANCELLED,47871eaa-621e-462a-8e21-aedac8ed171b,4,30.15
