order_id,customer_id,order_date,status,product_id,quantity,price
fa3687b4-caf7-45b7-992c-dd51da13e553,42aada84-7d6d-4b89-b83d-a5fff7cbf82c,2025-02-06,CANCELLED,7134f07d-5b09-4695-8740-b80a0a434825,2,363.58
b2598a54-6879-4f10-b574-29f149526fa1,a14c7bbf-9dd6-4a01-a5ba-e7b31dbb6ea0,2025-01-23,CANCELLED,a37f3b89-cd3d-4a1b-b1b9-e1a76291b715,5,114.92
d8fd4242-2e0d-4887-bbdd-a31825c46f1e,7206a78b-2415-442d-88d5-75922fdddce8,2025-02-17,SHIPPED,a4e66073-f9e3-43ba-9a4a-bb7831c6ce55,4,343.82
e71c17fa-74b7-40c3-88e9-765613f9442f,de83bcd7-1b7c-4ffc-ab05-f0383fb3d865,2025-01-27,CREATED,752548b7-a6e5-4c43-a92e-1d388f538727,2,168.97
8d688ab2-6660-4f56-8759-1642590a4df3,be68b688-4b40-4b84-950e-247575b8e688,2025-03-12,SHIPPED,0b6eecc2-b365-4ee7-ac38-033c0b240a5e,4,492.71
30c6a16f-161b-4df0-9b17-1e9ca0f95632,50cc34f5-37ef-400a-b5a5-9db80923d2b1,2025-03-12,SHIPPED,a5796d0a-dd83-4b28-b8b3-3b29aed246bc,2,374.73
9e12530e-e925-4c85-9749-8cec16cc10b8,5e8ac638-dbc2-4b40-9ed8-92ffb83c8109,2025-02-23,CANCELLED,053c9194-9002-4045-a364-bb745dfedbb8,1,181.04
beadecbe-2573-4e0a-80e5-e616c2249ca9,afefb9e0-ac47-4604-939a-43c7f63dbe4c,2025-03-02,SHIPPED,054e0c56-20f6-434f-92b2-f3dbd18260f0,4,311.64
10e1abf1-f30a-4be0-9b2a-d6fbaee1b24f,3a15e12f-f634-4ed1-95dc-c103a48e9b7c,2025-03-02,SHIPPED,a9ee9266-2cab-4c99-b962-0f0c34d99b6c,1,374.52
d9b276c0-1f4f-4842-89a8-4f7ba7623de9,1e402994-828c-471f-818f-100d031ea4dd,2025-01-04,CANCELLED,4ff01ef9-5c8c-4330-b0fa-8197bf0d4769,4,286.99
664f5fcc-2b86-46dd-b94a-2c3aa2e91afc,e0270058-de5d-49b5-a50a-13de46bc6222,2025-02-15,CREATED,01444c52-b661-46e9-8ddc-0b36268b17b6,5,489.47
de4e62fd-cd4e-434d-9af7-d4b1ba5dd68a,9df43239-e084-4906-92b8-f78688e5441a,2025-01-02,CANCELLED,a47c2132-d073-4b1f-bf13-de4ca2249a6c,3,478.04
9fbc53dc-6d14-412b-8a41-0b1b44c5e342,ecc4883f-49e9-4452-8588-9d9ae38e0dc2,2025-01-18,CREATED,05807e18-26f7-454f-b44c-b1f7b2ea9e5b,1,210.86
9d1006b9-91b6-4952-9406-e511eab51fd4,b6d5f432-cae0-4974-b2d3-9cfbea8373df,2025-02-06,CREATED,d69d1fc9-6a94-4471-a638-d0b69b1145cd,1,261.05
603195a8-ee5a-49e1-b7c6-c3db54373899,97089fe3-d5f2-4281-87d9-2a576de5793b,2025-01-28,SHIPPED,56ab3452-1434-4ebe-abcf-aaaf445aaa1b,3,269.44
a12cefab-1d89-4023-b9ed-9413d7300879,f10650f6-5c2e-4179-a38e-e2b11c555bd9,2025-02-12,CREATED,c1dedc0f-7953-417d-a31d-f648dc741f75,2,82.36
ee1b9055-4b3f-4906-aaab-32d6b4517809,a55aa07c-a172-40b8-943a-fdcf275d9ec4,2025-02-21,DELIVERED,b1427820-acec-48eb-b78f-79f7d433311f,3,177.92
ba88e8e1-96fd-4ce2-975a-97a622f2a303,6603b38f-b4ef-42b6-852b-550430c8d90e,2025-02-06,CANCELLED,a4706a03-87a0-4a6e-a326-93b2d08349b6,4,248.64
c474add3-d20b-48f3-83b9-3b10abba03f9,3cb133bb-f634-400f-aea3-ac192fb69fa5,2025-02-23,SHIPPED,827e7c48-0bdf-44a1-949f-a25a6321a0c3,1,467.17
84da94cb-b3cf-42e6-9bf8-de0a66e3e263,be05adec-de23-4b66-9ccb-3b78d225c04c,2025-03-31,CREATED,5092c262-3323-4e49-9245-04364fcb9ebe,5,100.31
a5bbbebe-e133-4105-9f16-1e54278490c8,7e9e7792-c36b-4847-94ce-6887b12580c9,2025-03-24,CANCELLED,b9ac88ce-5c0c-4c2f-b6b6-7b0467aaf136,3,179.09
30464b3e-a7ad-490c-9559-a69aed45d33d,18b70a91-bbd9-4524-86a4-3823fd4e42fb,2025-02-23,DELIVERED,4d687c0a-32cc-4530-b280-d92dca0ae5e1,4,350.69
